date,user_id,product,quantity,price
2024-05-30T00:00:00.000Z,iWUKQD,Продукт: ZKGFid,35,907
2024-11-17T00:00:00.000Z,JuQvxJ,Продукт: Kuhbyg,50,2143
2024-12-11T00:00:00.000Z,uTSdxx,Продукт: cXHbJD,46,5888
2024-11-27T00:00:00.000Z,puwPXI,Продукт: vIMOcr,4,6980
2024-11-15T00:00:00.000Z,gMUNfY,Продукт: qYTwMH,34,8344
2024-05-15T00:00:00.000Z,rOpxKI,Продукт: pGzvBW,77,7849
2024-03-29T00:00:00.000Z,YYCLfx,Продукт: ZKGFid,29,8942
2024-06-25T00:00:00.000Z,HuQlJo,Продукт: kyJZon,44,882
2024-09-12T00:00:00.000Z,wBeymr,Продукт: wgQTYu,54,4557
2024-09-23T00:00:00.000Z,wULESX,Продукт: mOZGhk,66,7251
2024-02-11T00:00:00.000Z,BePyss,Продукт: mOZGhk,46,3473
2024-02-27T00:00:00.000Z,nDHUUN,Продукт: ksGRAB,21,5186
2024-08-07T00:00:00.000Z,MRZjfQ,Продукт: eKZRPj,35,3106
2024-07-31T00:00:00.000Z,RWYvMB,Продукт: kyJZon,60,800
2024-06-02T00:00:00.000Z,aohkTJ,Продукт: vIMOcr,9,7498
2024-10-17T00:00:00.000Z,CFidba,Продукт: DiZIfz,51,9690
2024-07-27T00:00:00.000Z,mrZBgW,Продукт: pGzvBW,86,6297
2024-05-10T00:00:00.000Z,jbjYBz,Продукт: ysAwtk,33,7343
2024-03-02T00:00:00.000Z,PbsjAH,Продукт: mOZGhk,79,1115
2024-06-05T00:00:00.000Z,cKWSKf,Продукт: pGzvBW,16,5547
2024-05-11T00:00:00.000Z,hwDHZO,Продукт: eKZRPj,4,3547
2024-12-17T00:00:00.000Z,aZHGSS,Продукт: mOZGhk,59,2480
2024-02-11T00:00:00.000Z,dbwmDc,Продукт: eKZRPj,97,6524
2024-10-20T00:00:00.000Z,uBgETE,Продукт: cXHbJD,29,7897
2024-06-15T00:00:00.000Z,Sgmnpc,Продукт: kripcr,77,9204
2024-06-19T00:00:00.000Z,XkLtSv,Продукт: Kuhbyg,81,5340
2024-11-25T00:00:00.000Z,XgCdBt,Продукт: vIMOcr,83,5142
2024-10-26T00:00:00.000Z,CIActt,Продукт: RujVFA,70,3425
2024-01-17T00:00:00.000Z,vQDvmh,Продукт: DiZIfz,24,697
2024-09-10T00:00:00.000Z,xfJKcZ,Продукт: qYTwMH,19,7304
2024-03-25T00:00:00.000Z,eSVEYj,Продукт: ksGRAB,41,9681
2024-02-13T00:00:00.000Z,xQnGtQ,Продукт: ksGRAB,44,4689
2024-08-27T00:00:00.000Z,HJehLf,Продукт: mOZGhk,40,4269
2024-02-12T00:00:00.000Z,RPOLvJ,Продукт: ksGRAB,79,2916
2024-12-09T00:00:00.000Z,YXnJTd,Продукт: vIMOcr,57,6872
2024-04-06T00:00:00.000Z,jfDZGn,Продукт: cXHbJD,65,6157
